author,title,sub_title,org_title,org_sub_title,volume,publication_date,org_publication_year,print_format,pages,publisher,cover,language,language_iso,isbn-13,isbn-10,description
Richard Dübell,Djävulsbibeln,,Die Teufelsbibel,,,,2011.0,Paperback,,Ponto pocket,placeholder.png,,,9789186587673.0,,
Robert A. Heinlein,Dubbelstjärna,,,,,,1986.0,,,Prisma,placeholder.png,,,9789151819761.0,,
Robert A. Heinlein,Dörren Till Sommaren,,,,,,1993.0,,,Wiken,placeholder.png,,,9789171193551.0,,
Robert A. Heinlein,Egen Rymddräkt Finnes,,,,,,1993.0,,,Wiken,placeholder.png,,,9789171193544.0,,
Robert A. Heinlein,Mellan Två Världar,,,,,,1979.0,,,Kindberg,placeholder.png,,,9789185668083.0,,
Robert A. Heinlein,Stjärnorna Väntar,,,,,,1982.0,,,Delta,placeholder.png,,,9789172282964.0,,
Robert A. Heinlein,Stjärnsoldat,,,,,,1987.0,Hardcover,,Laissez faire,placeholder.png,,,9789176480687.0,,
Robert A. Heinlein,Uppror I Utopia,,,,,,1988.0,,,Delta,placeholder.png,,,9789172283756.0,,
Robert A. Heinlein,Vintergatans Son,,,,,,1979.0,Paperback,,Kindberg,placeholder.png,,,9789185668168.0,,
Robert Jordan,Begynnelsen,,,,,,2004.0,Hardcover,,Natur och kultur,placeholder.png,,,9789127099197.0,,
Robert Jordan,De Dödas Stad,Sagan Om Drakens Återkomst 20,,,,,2004.0,Hardcover,,Natur och kultur,placeholder.png,,,9789127097223.0,,
Robert Jordan,De Nio Månarnas Dotter,Sagan Om Drakens Återkomst 18,,,,,2002.0,Hardcover,,Natur och kultur,placeholder.png,,,9789127084575.0,,
Robert Jordan,Drakens Flykt,Sagan Om Drakens Återkomst 5,,,,,1995.0,Hardcover,,Legenda/Natur och kultur,placeholder.png,,,9789127037472.0,,
Robert Jordan,Dunklets Korsväg,Sagan Om Drakens Återkomst 19,,,,,2003.0,Hardcover,,Natur och kultur,placeholder.png,,,9789127096820.0,,
Robert Jordan,En Krona Av Svärd,Sagan Om Drakens Återkomst 14,,,,,2000.0,Hardcover,,Legenda/Natur och kultur,placeholder.png,,,9789127067158.0,,
Robert Jordan,Farornas Väg,Sagan Om Drakens Återkomst 1,,,,,1994.0,Hardcover,,Legenda,placeholder.png,,,9789127041554.0,,
Robert Jordan,Fursten Av Kaos,Sagan Om Drakens Återkomst 11,,,,,1998.0,Hardcover,,Legenda/Natur och kultur,placeholder.png,,,9789127057234.0,,
Robert Jordan,Fällan,Sagan Om Drakens Återkomst 22,,,,,2006.0,Hardcover,,Natur och kultur,placeholder.png,,,9789127113657.0,,
Robert Jordan,Järnets Tid,Sagan Om Drakens Återkomst 16,,,,,2001.0,Hardcover,,Natur och kultur,placeholder.png,,,9789127081796.0,,
Robert Jordan,Klanernas Uppbrott,Sagan Om Drakens Återkomst 9,,,,,1997.0,Hardcover,,Legenda/Natur och kultur,placeholder.png,,,9789127042957.0,,
Robert Jordan,Knivarnas Väg,Sagan Om Drakens Återkomst 15,,,,,2000.0,Hardcover,,Legenda/Natur och kultur,placeholder.png,,,9789127077690.0,,
Robert Jordan,Skuggan Växer,Sagan Om Drakens Återkomst 7,,,,,1999.0,Hardcover,,Natur och kultur,placeholder.png,,,,9127042919,
Robert Jordan,Stormen Vaknar,Sagan Om Drakens Återkomst 10,,,,,1998.0,Hardcover,,Legenda/Natur och kultur,placeholder.png,,,9789127042971.0,,
Robert Jordan,Svarta Tornet,Sagan Om Drakens Återkomst 12,,,,,1999.0,Hardcover,,Legenda/Natur och kultur,placeholder.png,,,9789127057258.0,,
Robert Jordan,Tar Valons Fånge,Sagan Om Drakens Återkomst 21,,,,,2006.0,Hardcover,,Natur och kultur,placeholder.png,,,9789127113534.0,,
Robert Jordan,Tears Klippa,Sagan Om Drakens Återkomst 6,,,,,1996.0,Hardcover,,Legenda/Natur och kultur,placeholder.png,,,9789127037496.0,,
Robert Jordan,Tidens Hjul,Sagan Om Drakens Återkomst 2,,,,,1994.0,Hardcover,,Legenda,placeholder.png,,,9789127041578.0,,
Robert Jordan,Tomans Huvud,Sagan Om Drakens Återkomst 4,,,,,1995.0,Hardcover,,Legenda/Natur och kultur,placeholder.png,,,9789127037458.0,,
Robert Jordan,Tornets Fall,Sagan Om Drakens Återkomst 8,,,,,1997.0,Hardcover,,Legenda/Natur och kultur,placeholder.png,,,9789127042933.0,,
Robert Jordan,Valeres Horn,Sagan Om Drakens Återkomst 3,,,,,1994.0,Hardcover,,Legenda/Natur och kultur,placeholder.png,,,9789127037434.0,,
Robert Jordan,Vindarnas Skål,Sagan Om Drakens Återkomst 13,,,,,1999.0,Hardcover,,Legenda/Natur och kultur,placeholder.png,,,9789127077232.0,,
Robert Jordan,Vinterns Hjärta,Sagan Om Drakens Återkomst 17,,,,,2001.0,Hardcover,,Natur och kultur,placeholder.png,,,9789127084551.0,,
Robert Jordan; Brandon Sanderson,A Memory Of Light,Book Fourteen of The Wheel of Time,,,,,2013.0,Hardcover,,Tor,placeholder.png,,,9780765325952.0,,
Robert Jordan; Brandon Sanderson,The Gathering Storm,Book Twelve Of The Wheel Of Time,,,,,2010.0,Paperback,,"Tom Doherty Associates, LLC",placeholder.png,,,9780765341532.0,,
Robert Jordan; Brandon Sanderson,Towers Of Midnight,Book Thirteen Of The Wheel Of Time,,,,,2011.0,Paperback,,Tom Doherty Associates,placeholder.png,,,9780765364876.0,,
Robert Louis Stevenson,Den Svarta Pilen,,,,,,1990.0,Hardcover,,Niloe,placeholder.png,,,9789171022172.0,,
Robert Ludlum,Identitet Kain,,,,,,1993.0,,,B. Wahlström,placeholder.png,,,9789132317880.0,,
Robert Ludlum,Kodnamn Schakalen,,,,,,1993.0,,,B. Wahlström,placeholder.png,,,9789132317903.0,,
Robert Ludlum,Mannen Som Inte Fanns,,The Ambler Warning,,,,2010.0,,,Damm,placeholder.png,,,9789173516532.0,,
Robert Ludlum,Operation Hongkong,,,,,,1993.0,,,B. Wahlström,placeholder.png,,,9789132317897.0,,
Robert Shea,Flamman Och Svärdet,,,,,,1989.0,Hardcover,,FORUM,placeholder.png,,,9789137097077.0,,
Robert Shea,Shike,,,,,,1990.0,Hardcover,,FORUM,placeholder.png,,,9789137091785.0,,
Robert Sheckley,En Enkel Till Stjärnorna,,,,,,1977.0,Paperback,,Delta,placeholder.png,,,9789172281479.0,,
Robert Silverberg,Tidens Fångar,,,,,,1985.0,Hardcover,,Delta,placeholder.png,,,9789172283497.0,,
Robin Hobb,Magins Skepp,Handelsmännen Och De Magiska Skeppen,,,,,2000.0,Hardcover,,Natur och kultur,placeholder.png,,,9789127079151.0,,
Robin Hobb,"Mördarens Jakt, Del 1",Berättelsen Om Fjärrskådarna 3,,,,,2000.0,Hardcover,,Natur och kultur,placeholder.png,,,9789127070455.0,,
Robin Hobb,"Mördarens Jakt, Del 2",Berättelsen Om Fjärrskådarna 4,,,,,1998.0,Hardcover,,Natur och kultur,placeholder.png,,,9789127075016.0,,
Robin Hobb,Mördarens Lärling,Berättelsen Om Fjärrskådarna 1,,,,,1996.0,Hardcover,,Legenda/Natur och kultur,placeholder.png,,,9789127057371.0,,
Robin Hobb,Narrens Hemlighet,Den Gyllene Mannen Del 2,,,,,2004.0,Hardcover,,Natur och kultur,placeholder.png,,,9789127097469.0,,
Robin Hobb,Narrens Uppdrag,Den Gyllene Mannen Del 1,,,,,2003.0,Hardcover,,Natur och kultur,placeholder.png,,,9789127074491.0,,
Robin Hobb,Narrens Öde,Den Gyllene Mannen Del 3,,,,,2005.0,Hardcover,,Natur och kultur,placeholder.png,,,9789127107328.0,,
Robin Hobb,Sorgeskeppet,Handelsmännen Och De Magiska Skeppen,,,,,2001.0,Hardcover,,Natur och kultur,placeholder.png,,,9789127084506.0,,
Robin Hobb,Vargbroder,Berättelsen Om Fjärrskådarna 2,,,,,1997.0,,,Legenda/Natur och kultur,placeholder.png,,,9789127065413.0,,
Robin Hobb,Ödets Skepp,Handelsmännen Och De Magiska Skeppen,,,,,2002.0,Hardcover,,Natur och kultur,placeholder.png,,,9789127085145.0,,
Roger Zelazny,Ambers Blod,,,,,,2000.0,Hardcover,,B. Wahlström,placeholder.png,,,9789132324895.0,,
Roger Zelazny,Enhörningens Tecken,,,,,,1998.0,Hardcover,,B. Wahlström,placeholder.png,,,9789132322853.0,,
Roger Zelazny,Kaos Hov,,,,,,1999.0,Hardcover,,B. Wahlström,placeholder.png,,,9789132323737.0,,
Roger Zelazny,Logrus Tecken,,,,,,2001.0,Hardcover,,B. Wahlström,placeholder.png,,,9789132326110.0,,
Roger Zelazny,Makternas Prins,,,,,,2003.0,Hardcover,,B. Wahlström,placeholder.png,,,9789132327636.0,,
Roger Zelazny,Nio Prinsar I Amber,,,,,,1997.0,Hardcover,,B. Wahlström,placeholder.png,,,9789132321405.0,,
Roger Zelazny,Oberons Hand,,,,,,1999.0,Hardcover,,B. Wahlström,placeholder.png,,,9789132323348.0,,
Roger Zelazny,Skuggornas Riddare,,,,,,2002.0,Hardcover,,B. Wahlström,placeholder.png,,,9789132327629.0,,
Roger Zelazny,Vapen Från Avalon,,,,,,1998.0,Hardcover,,B. Wahlström,placeholder.png,,,9789132321573.0,,
Roger Zelazny,Ödets Trumfar,,,,,,2000.0,Hardcover,,B. Wahlström,placeholder.png,,,9789132324888.0,,
Ron McLarty,Jag Minns Att Jag Sprang,,,,,,2006.0,,,Wahlström & Widstrand,placeholder.png,,,9789146214199.0,,
Ross MacDonald,Finn Ett Offer,,,,,,2002.0,,,Bonnier,placeholder.png,,,9789100579081.0,,
Sam J. Lundwall,2018 Eller King Kong Blues,,,,,,1986.0,,,Fakta & fantasi,placeholder.png,,,9789186222185.0,,
Sam J. Lundwall,"Alice, Alice!",,,,,,1978.0,,,Delta,placeholder.png,,,9789172281677.0,,
Sam J. Lundwall,Bernhards Magiska Sommar,,,,,,1979.0,,,Delta,placeholder.png,,,9789172282063.0,,
Sam J. Lundwall,Inga Hjältar Här,,,,,,1978.0,Paperback,,Delta,placeholder.png,,,9789172281684.0,,
Sam J. Lundwall,Uppdrag I Universum.,,,,,,1973.0,Hardcover,,Lindqvist,placeholder.png,,,9789170900754.0,,
Shusaku Endo,Skandal,,,,,,1988.0,Hardcover,,Norstedt,placeholder.png,,,9789118719929.0,,
Simon Beckett,Dödens Viskningar,,Whispers of the Dead,,,,2009.0,Hardcover,,Minotaur,placeholder.png,,,9789185419081.0,,
Simon Kernick,En Bra Dag Att Dö,,,,,,2008.0,,,Bra Böcker AB,placeholder.png,,,9789170026379.0,,
Simon Kernick,Handel Med Döden,,,,,,2008.0,,,Bra Böcker,placeholder.png,,,9789170025617.0,,
Sir Arthur Conan Doyle,Sherlock Holmes Bästa Äventyr,,,,,,1999.0,Hardcover,,Klassikerförl.,placeholder.png,,,9789171024459.0,,
Siv Widerberg & Anna Arten,Kärlek Och Uppror,210 dikter för unga människor,,,,,1990.0,Mass Market Paperback,,En bok for alla,placeholder.png,,,9789174485035.0,,
"Sjöwall Wahlöö,",Brandbilen som försvann,,,,,,,,,Piratförlaget,9789175790794.jpg,,,9789175790794.0,,Han hade inte ens brytt sig om att fråga vad saken gällde. Antagligen narkotika. Allting tycktes gälla narkotika i dessa dagar. Nu hade bevakningen pågått i tio dygn och det enda vederbörande råkat ut för var ett fnask och två halvbuteljer renat. Gunvald Larsson tittade på klockan. Nio minuter över elva. Åtta minuter kvar. Han gäspade och lyfte armarna för att ta en åkarbrasa. Just i det ögonblicket exploderade huset. Förord av Leif GW Persson. Innehåller även extra material om bokens tillkomst. Mellan åren 1965 och 1975 skrev Maj Sjöwall och Per Wahlöö tio polisromaner i boksviten Roman om ett brott. Med böckerna om Martin Beck och hans kollegor lade de grunden för den moderna kriminalromanen - böcker som sedan dess varit en central inspirationskälla för en lång rad av världens främsta kriminalförfattare.
"Sjöwall Wahlöö,",Den skrattande polisen,,,,,,,,,Piratförlaget,9789175790787.jpg,,,9789175790787.0,,"- Kommissarie Beck?? Han kände inte igen rösten i telefonen. - Ja, det är jag. - Det här är sambandscentralen. Flera passagerare har hittats skjutna i en buss på linje fyrtiosju nära ändhållplatsen på Norra Stationsgatan. Ni ombeds att genast fara dit. Martin Becks första tanke var att han var utsatt för ett dåligt skämt eller att någon antagonist försökte lura ut honom i regnet, bara för att jävlas. Förord av Åsa Larsson. Innehåller även extra material om bokens tillkomst. Mellan åren 1965 och 1975 skrev Maj Sjöwall och Per Wahlöö tio polisromaner i boksviten Roman om ett brott. Med böckerna om Martin Beck och hans kollegor lade de grunden för den moderna kriminalromanen - böcker som sedan dess varit en central inspirationskälla för en lång rad av världens främsta kriminalförfattare."
"Sjöwall Wahlöö,",Det slutna rummet,,,,,,,,,Piratförlaget,9789175790824.jpg,,,9789175790824.0,,På morgonen torsdagen den sjätte juli 1972 var specialgruppen för bekämpande av bankrån blek men fattad. I dess högkvarter rådde bister tystnad. Ingen kände sig särskilt munter vid tanken på gårdagens händelser. Speciellt inte Gunvald Larsson. På film är det kanske komiskt att ramla ut genom fönster och dingla fem våningar över marken men absolut inte i verkligheten. Sönderskurna händer och förstörda kläder är heller inte skrattretande. Egentligen var det detta med kläderna som grämde Gunvald Larsson allra mest. Förord av Håkan Nesser. Innehåller även extra material om bokens tillkomst. Mellan åren 1965 och 1975 skrev Maj Sjöwall och Per Wahlöö tio polisromaner i boksviten Roman om ett brott. Med böckerna om Martin Beck och hans kollegor lade de grunden för den moderna kriminalromanen - böcker som sedan dess varit en central inspirationskälla för en lång rad av världens främsta kriminalförfattare.
"Sjöwall Wahlöö,",Mannen på balkongen,,,,,,,,,Piratförlaget,9789175790770.jpg,,,9789175790770.0,,"Hon såg ut att vara åtta eller nio år och bar på en rödrutig skolväska. Hon var klädd i kort röd kjol, randig tröja och röd kofta med för korta ärmar. På fötterna hade hon svarta träskor som kom hennes långa smala ben att verka ännu längre och smalare. När hon kom ut på trottoaren svängde hon åt vänster och började långsamt gå gatan fram med sänkt huvud. Mannen på balkongen följde henne med blicken. Förord av Jo Nesbø. Innehåller även extra material om bokens tillkomst. Mellan åren 1965 och 1975 skrev Maj Sjöwall och Per Wahlöö tio polisromaner i boksviten Roman om ett brott. Med böckerna om Martin Beck och hans kollegor lade de grunden för den moderna kriminalromanen - böcker som sedan dess varit en central inspirationskälla för en lång rad av världens främsta kriminalförfattare."
"Sjöwall Wahlöö,",Mannen som gick upp i rök,,,,,,,,,Piratförlaget,9789175790763.jpg,,,9789175790763.0,,"Ansiktet var så fullständigt uttryckslöst att bilden måste härröra från en fotoautomat. Martin Beck la ifrån sig registerkortet och såg frågande på den rödhårige. - Alf Matsson har försvunnit, sa mannen med stor emfas. - Jaså. Och efterlysningarna har inte gett något resultat? - Det har inte sänts ut någon efterlysning. Och det skall inte bli någon heller, sa mannen fånstirrande. Förord av Roslund & Hellström. Innehåller även extra material om bokens tillkomst. Mellan åren 1965 och 1975 skrev Maj Sjöwall och Per Wahlöö tio polisromaner i boksviten Roman om ett brott. Med böckerna om Martin Beck och hans kollegor lade de grunden för den moderna kriminalromanen - böcker som sedan dess varit en central inspirationskälla för en lång rad av världens främsta kriminalförfattare."
"Sjöwall Wahlöö,","Polis, polis, potatismos!",,,,,,,,,Piratförlaget,9789175790800.jpg,,,9789175790800.0,,"... och i samma ögonblick drog nykomlingen fram ett stålblått föremål med räfflad kolv och lång pipa och siktade noga och sköt talaren i huvudet. Knallen var inte chockerande ljudlig, lät snarare som det fridsamma puffandet från ett salongsgevär på en marknadsskjutbana. Kulan träffade strax bakom vänstra örat och talaren föll framstupa över bordet med vänstra kinden i det krenelerade potatismoset kring en utsökt fiskstuvning à la Frans Suell. Förord av Arne Dahl. Innehåller även extra material om bokens tillkomst. Mellan åren 1965 och 1975 skrev Maj Sjöwall och Per Wahlöö tio polisromaner i boksviten Roman om ett brott. Med böckerna om Martin Beck och hans kollegor lade de grunden för den moderna kriminalromanen - böcker som sedan dess varit en central inspirationskälla för en lång rad av världens främsta kriminalförfattare."
"Sjöwall Wahlöö,",Polismördaren,,,,,,,,,Piratförlaget,9789175790831.jpg,,,9789175790831.0,,Månsson och Kollberg hade det hett om öronen. Stig Malm var på dem som en hök hela onsdagseftermiddagen; den enda trösten var att chefen för det taktiska kommandot höll sig kvar i Stockholm och nöjde sig med att pesta sin stab per telefon. Hur går det? Har ni hittat bilen? Är polismördaren identifierad? Vem är den andre desperadon? Och så den allt överväldigande frågan: - Varför gör ni ingenting? Förord av Liza Marklund. Innehåller även extra material om bokens tillkomst. Mellan åren 1965 och 1975 skrev Maj Sjöwall och Per Wahlöö tio polisromaner i boksviten Roman om ett brott. Med böckerna om Martin Beck och hans kollegor lade de grunden för den moderna kriminalromanen - böcker som sedan dess varit en central inspirationskälla för en lång rad av världens främsta kriminalförfattare.
"Sjöwall Wahlöö,",Roseanna,,,,,,,,,Piratförlaget,9789175790756.jpg,,,9789175790756.0,,"Avdagatagen genom strypning, tänkte Martin Beck. Han satt och bläddrade igenom en bunt fotografier som Ahlberg rotat fram ur röran på skrivbordet. Bilderna föreställde slussbassängen, mudderverket, gripskopan i närbild, liket på presenningen och på en bänk i bårhuset. Martin Beck lade fotot han haft i handen framför Ahlberg och sa: - Vi kan låta beskära och retuschera den här bilden där hon är uppsnyggad. Sedan kan vi sätta igång med dörrknackning. Är hon härifrån borde väl någon känna igen henne. Förord av Henning Mankell. Innehåller även extra material om bokens tillkomst. Mellan åren 1965 och 1975 skrev Maj Sjöwall och Per Wahlöö tio polisromaner i boksviten Roman om ett brott. Med böckerna om Martin Beck och hans kollegor lade de grunden för den moderna kriminalromanen - böcker som sedan dess varit en central inspirationskälla för en lång rad av världens främsta kriminalförfattare."
"Sjöwall Wahlöö,",Terroristerna,,,,,,,,,,placeholder.png,,,9789175790848.0,,
Skott Frost,Djävulsk Risk,,,,,,,,,,placeholder.png,,,9789143024821.0,,
Stanislaw Lem,Segraren,,,,,,1987.0,Paperback,,Bromberg,placeholder.png,,,9789176083789.0,,
Stanislaw Lem,Solaris,,,,,,1988.0,Paperback,,Bromberg,placeholder.png,,,9789176084311.0,,
Stephen Donaldson,Det Enda Trädet,,The One Tree,,,,1990.0,Hardcover,,Legenda,placeholder.png,,,9789158217225.0,,
Stephen Donaldson,Det Sargade Landet,,The Wounded Land,,,,1989.0,Hardcover,,Legenda,placeholder.png,,,,9158213619,
Stephen Donaldson,Det Vita Guldets Herre,,White Gold Wielder,,,,1991.0,Hardcover,,Legenda,placeholder.png,,,9789158217744.0,,
Stephen Donaldson,Furst Nids Förbannelse,,Lord Foul's Bane,,,,1986.0,Hardcover,,Legenda,placeholder.png,,,,9158210334,
Stephen Donaldson,Kraften Som Bevarar,,The Power that Preserves,,,,1986.0,Hardcover,,Legenda,placeholder.png,,,,9158210326,
Stephen Donaldson,Ondskans Sten,,The Illearth War,,,,1986.0,Hardcover,,Legenda,placeholder.png,,,,9158210342,
Stephen Donaldson,Spegeljakten,Kampen om Mordant - Tredje boken,The Mirror of Her Dreams. Book II.,Mordant's Need. Book 2,,,1996.0,Hardcover,,Legenda,placeholder.png,,,9789127036536.0,,
Stephen Donaldson,Spegelmästarna,Kampen om Mordant - Andra boken,The Mirror of Her Dreams. Book I.,Mordant's Need. Book 1,,,1995.0,Hardcover,,Legenda,placeholder.png,,,9789127036536.0,,
Stephen Donaldson,Spegelporten,Kampen om Mordant - Första boken,The Mirror of Her Dreams. Book I.,Mordant's Need. Book 1,,,1995.0,Hardcover,,Legenda,placeholder.png,,,9789127056558.0,,
Stephen Donaldson,Ärkespeglaren,Kampen om Mordant - Fjärde boken,A Man Rides Through.,Mordant's Need. Book 2,,,1996.0,Hardcover,,Legenda,placeholder.png,,,9789127036536.0,,
Stephen King,Allt Kan Hända,14 mörka berättelser,,,,,2007.0,Paperback,,Bra b,placeholder.png,,,9789170024306.0,,
Stephen King,Benrangel,,,,,,1999.0,Hardcover,,Bra Böcker,placeholder.png,,,9789171335623.0,,
Stephen King,De Öde Landen,Det Mörka Tornet 3,,,,,2007.0,Hardcover,,Bra Böcker,placeholder.png,,,9789170022999.0,,
Stephen King,Den Förskräckliga Apan Och Andra Berättelser,,,,,,1993.0,Paperback,,Legenda/Natur och kultur,placeholder.png,,,9789127033733.0,,
Stephen King,Den Gröna Milen,,,,,,1999.0,Hardcover,,Bra Böcker,placeholder.png,,,9789171335227.0,,
Stephen King,Desperation,,,,,,1998.0,Hardcover,,Bra Böcker,placeholder.png,,,9789171332752.0,,
Stephen King,Det Mörka Tornet,Det Mörka Tornet 7,,,,,2009.0,Hardcover,,Bra Böcker,placeholder.png,,,9789170023125.0,,
Stephen King,Drakens Ögon,,,,,,1989.0,Hardcover,,Legenda,placeholder.png,,,9789158215177.0,,
Stephen King,Drömfångare,,,,,,2003.0,Hardcover,,Bra Böcker,placeholder.png,,,9789171339881.0,,
Stephen King,Dödsbädden,,,,,,1987.0,Paperback,,B. Wahlström,placeholder.png,,,9789132426728.0,,
Stephen King,Flickan Som Älskade Tom Gordon,,,,,,2000.0,Hardcover,,Bra Böcker,placeholder.png,,,9789171336354.0,,
Stephen King,Följeslagarna,Det Mörka Tornet 2,,,,,1991.0,Hardcover,,Legenda,placeholder.png,,,9789158217430.0,,
Stephen King,Hjärtan I Atlantis,,,,,,2001.0,Hardcover,,Bra Böcker,placeholder.png,,,9789171337672.0,,
Stephen King,Knackarna,,,,,,1990.0,Hardcover,,Legenda,placeholder.png,,,9789158216303.0,,
Stephen King,Magiker Och Glas,Det Mörka Tornet 4,,,,,2007.0,Hardcover,,Bra Böcker,placeholder.png,,,9789170023019.0,,
Stephen King,Nattmaror Och Drömlandskap,Andra Boken,,,,,1999.0,Hardcover,,Replik,placeholder.png,,,9789188818249.0,,
Stephen King,Nattmaror Och Drömlandskap,Första Boken,,,,,1998.0,Hardcover,,Replik,placeholder.png,,,9789188818232.0,,
Stephen King,Pestens Tid,,The Stand,,,,2010.0,,,Bra Böcker,placeholder.png,,,9789170028052.0,,
Stephen King,Revolvermannen,Det Mörka Tornet 1,,,,,1990.0,Hardcover,,Legenda,placeholder.png,,,9789158216983.0,,
Stephen King,Sommardåd,,,,,,1990.0,Hardcover,,Legenda,placeholder.png,,,9789158213708.0,,
Stephen King,Staden Som Försvann,,Salem's Lot,,,,2010.0,Paperback,,Bra Böcker,placeholder.png,,,9789170028069.0,,
Stephen King,Svarta Huset,,,,,,2004.0,,,Bra Böcker,placeholder.png,,,9789171339607.0,,
Stephen King,Sången Om Susannah,Det Mörka Tornet 6,,,,,2009.0,Hardcover,,Bra Böcker,placeholder.png,,,9789170023118.0,,
Stephen King,Sömnlös,,,,,,2004.0,Hardcover,,Bra Böcker,placeholder.png,,,9789170021534.0,,
Stephen King,Talismanen,,,,,,2005.0,Hardcover,,Bra Böcker,placeholder.png,,,9789170022326.0,,
Stephen King,Under Kupolen,,,,,,2012.0,Paperback,,Bonnier,placeholder.png,,,9789174293586.0,,
Stephen King,Vargarna I Calla,Det Mörka Tornet 5,,,,,2008.0,Hardcover,,Bra Böcker,placeholder.png,,,9789170023101.0,,
Stephen King,Vinterverk,,,,,,1990.0,Hardcover,,Legenda,placeholder.png,,,9789158213722.0,,
Stephen Lawhead,Den Ändlösa Knuten,Albiontrilogin Tredje Boken,,,,,2002.0,Paperback,,Libris,placeholder.png,,,9789171956002.0,,
Stephen Lawhead,Paradiskriget,Albiontrilogin Första Boken,,,,,2001.0,Paperback,,Libris,placeholder.png,,,9789171953377.0,,
Stephen Lawhead,Silverhanden,Albiontrilogin Andra Boken,,,,,2002.0,Paperback,,Libris,placeholder.png,,,9789171954770.0,,
Stieg Larsson,Flickan Som Lekte Med Elden,,,,,,2007.0,Paperback,,Månpocket,placeholder.png,,,9789170014833.0,,
Stieg Larsson,Luftslottet Som Sprängdes,,,,,,2008.0,,,Månpocket,placeholder.png,,,9789170016271.0,,
Stieg Larsson,Män Som Hatar Kvinnor,,,,,,2006.0,Paperback,,Månpocket,placeholder.png,,,9789170013683.0,,
Stieg Trenter,De Döda Fiskarna Och Andra Spänningsberättelser,,,,,,2001.0,,,Bonnier,placeholder.png,,,9789100576882.0,,
Stuart MacBride,Den Brustna Huden,,Broken Skin,,,,2009.0,Paperback,,Minotaur,placeholder.png,,,9789185419357.0,,
Stuart Woods,Bränd,,,,,,1998.0,,,Bonnierförlagen,placeholder.png,,,9789143021691.0,,
"Sturluson, Snorre",Nordiska Kungasagor,Från Ynglingasagan till Olav Tryggvasons saga,,,,,1992.0,Paperback,,Fabel,placeholder.png,,,9789178421381.0,,
"Sturluson, Snorre",Nordiska Kungasagor,Magnus Den Gode Till Magnus Erlingsson,,,,,1994.0,Paperback,,Fabel,placeholder.png,,,9789178421749.0,,
"Sturluson, Snorre",Nordiska Kungasagor,Olav Den Helige,,,,,1993.0,Paperback,,Fabel,placeholder.png,,,9789178421503.0,,
Susan Price,Alvkungen,,,,,,1999.0,Hardcover,,Egmont,placeholder.png,,,,9177097198,
Susan Price,Alvprinsen,,,,,,1998.0,,,Richter,placeholder.png,,,9789177096948.0,,
Suzanne Br�gger,Brygd,,Br�g,,,,1981.0,Hardcover,,Wahlström & Widstrand,placeholder.png,,,,9146138986,
Tad Williams,Avskedets Sten 1: Stormens Öga,"Minne, Sorg & Törne 4",,,,,1998.0,Hardcover,,B. Wahlström,placeholder.png,,,9789132322419.0,,
Tad Williams,Avskedets Sten 2: Stormens Hand,"Minne, Sorg & Törne 5",,,,,1998.0,Hardcover,,B. Wahlström,placeholder.png,,,9789132322839.0,,
Tad Williams,Avskedets Sten 3: Stormens Hjärta,"Minne, Sorg & Törne 6",,,,,1999.0,Hardcover,,B Wahlström,placeholder.png,,,9789132323768.0,,
Tad Williams,Den Skinande Mannen,Skuggmark 2,,,,,2007.0,Hardcover,,B. Wahlström,placeholder.png,,,9789132332937.0,,
Tad Williams,Gröna Ängelns Torn 1: Väntans Sten,"Minne, Sorg & Törne 7",,,,,1999.0,Hardcover,,B. Wahlström,placeholder.png,,,9789132323775.0,,
Tad Williams,Gröna Ängelns Torn 2: Eldsnätter,"Minne, Sorg & Törne 8",,,,,2000.0,Hardcover,,B. Wahlström,placeholder.png,,,9789132324857.0,,
Tad Williams,Gröna Ängelns Torn 3: Den Vindlande Vägen,"Minne, Sorg & Törne 9",,,,,2000.0,Hardcover,,B. Wahlström,placeholder.png,,,9789132324758.0,,
Tad Williams,Gröna Ängelns Torn 4: Tårar Och Rök,"Minne, Sorg & Törne 10",,,,,2001.0,Hardcover,,B. Wahlström,placeholder.png,,,9789132326035.0,,
Tad Williams,Gröna Ängelns Torn 5: Erövrarstjärnan,"Minne, Sorg & Törne 11",,,,,2002.0,Hardcover,,B. Wahlström,placeholder.png,,,9789132327056.0,,
Tad Williams,Gröna Ängelns Torn 6: Det Brinnande Tornet,"Minne, Sorg & Törne 12",,,,,2003.0,Hardcover,,B. Wahlström,placeholder.png,,,9789132327858.0,,
Tad Williams,Otherland 1: De Gyllene Skuggornas Stad,,,,,,1998.0,Hardcover,,B. Wahlström,placeholder.png,,,9789132322822.0,,
Tad Williams,Otherland 2: I En Annan Värld,,,,,,1998.0,Hardcover,,B. Wahlström,placeholder.png,,,9789132323157.0,,
Tad Williams,Otherland 3: Den Blå Eldens Flod,,,,,,1999.0,Hardcover,,B. Wahlström,placeholder.png,,,9789132323713.0,,
Tad Williams,Otherland 4: Det Ofullbordade Landet,,,,,,1999.0,Hardcover,,B. Wahlström,placeholder.png,,,9789132323720.0,,
Tad Williams,Otherland 5: Berget Av Svart Glas,,,,,,2000.0,Hardcover,,B. Wahlström,placeholder.png,,,9789132324864.0,,
Tad Williams,Otherland 6: Portar Mot Ljuset,,,,,,2000.0,Hardcover,,B. Wahlström,placeholder.png,,,9789132324871.0,,
