"Title","Sub Title","Author","Publisher","Publication Year","Original Title","Original Subtitle","Purchase Date","My rating","Cover","Categories","ISBN","Took","Notes","Format","Read It","Description"
"Paradiskriget","Albiontrilogin Första Boken","Stephen Lawhead","Libris","2001","","","2016-06-18","0","","","9789171953377","","","Paperback","No",""
"Silverhanden","Albiontrilogin Andra Boken","Stephen Lawhead","Libris","2002","","","2016-06-18","0","","","9789171954770","","","Paperback","No",""
"Flickan Som Lekte Med Elden","","Stieg Larsson","Månpocket","2007","","","2016-06-18","0","","","9789170014833","","","Paperback","No",""
"Luftslottet Som Sprängdes","","Stieg Larsson","Månpocket","2008","","","2016-06-18","0","","","9789170016271","","","","No",""
"Män Som Hatar Kvinnor","","Stieg Larsson","Månpocket","2006","","","2016-06-18","0","","","9789170013683","","","Paperback","No",""
"De Döda Fiskarna Och Andra Spänningsberättelser","","Stieg Trenter","Bonnier","2001","","","2016-06-18","0","","","9789100576882","","","","No",""
"Den Brustna Huden","","Stuart MacBride","Minotaur","2009","Broken Skin","","2016-06-18","0","","","9789185419357","","","Paperback","No",""
"Bränd","","Stuart Woods","Bonnierförl.","1998","","","2016-06-18","0","","","9789143021691","","","","No",""
"Nordiska Kungasagor","Från Ynglingasagan till Olav Tryggvasons saga","Sturluson, Snorre","Fabel","1992","","","2016-06-18","0","","","9789178421381","","","Paperback","No",""
"Nordiska Kungasagor","Magnus Den Gode Till Magnus Erlingsson","Sturluson, Snorre","Fabel","1994","","","2016-06-18","0","","","9789178421749","","","Paperback","No",""
"Nordiska Kungasagor","Olav Den Helige","Sturluson, Snorre","Fabel","1993","","","2016-06-18","0","","","9789178421503","","","Paperback","No",""
"Alvkungen","","Susan Price","Egmont","1999","","","2016-06-18","0","","","9177097198","","","Hardcover","No",""
"Alvprinsen","","Susan Price","Richter","1998","","","2016-06-18","0","","","9789177096948","","","","No",""
"Brygd","","Suzanne Br�gger","Wahlstr�m & Widstrand","1981","Br�g","","2016-06-18","0","","","9146138986","","","Hardcover","No",""
"Avskedets Sten 1: Stormens Öga","Minne, Sorg & Törne 4","Tad Williams","B. Wahlstrom","1998","","","2016-06-18","0","","","9789132322419","","","Hardcover","Yes",""
"Avskedets Sten 2: Stormens Hand","Minne, Sorg & Törne 5","Tad Williams","B. Wahlstrom","1998","","","2016-06-18","0","","","9789132322839","","","Hardcover","Yes",""
"Avskedets Sten 3: Stormens Hjärta","Minne, Sorg & Törne 6","Tad Williams","B Wahlström","1999","","","2016-06-18","0","","","9789132323768","","","Hardcover","Yes",""
"Den Skinande Mannen","Skuggmark 2","Tad Williams","B. Wahlstrom","2007","","","2016-06-18","0","","","9789132332937","","","Hardcover","No",""
"Gröna Ängelns Torn 1: Väntans Sten","Minne, Sorg & Törne 7","Tad Williams","B. Wahlstrom","1999","","","2016-06-18","0","","","9789132323775","","","Hardcover","Yes",""
"Gröna Ängelns Torn 2: Eldsnätter","Minne, Sorg & Törne 8","Tad Williams","B. Wahlstrom","2000","","","2016-06-18","0","","","9789132324857","","","Hardcover","Yes",""
"Gröna Ängelns Torn 3: Den Vindlande Vägen","Minne, Sorg & Törne 9","Tad Williams","B. Wahlstrom","2000","","","2016-06-18","0","","","9789132324758","","","Hardcover","Yes",""
"Gröna Ängelns Torn 4: Tårar Och Rök","Minne, Sorg & Törne 10","Tad Williams","B. Wahlstrom","2001","","","2016-06-18","0","","","9789132326035","","","Hardcover","Yes",""
"Gröna Ängelns Torn 5: Erövrarstjärnan","Minne, Sorg & Törne 11","Tad Williams","B. Wahlstrom","2002","","","2016-06-18","0","","","9789132327056","","","Hardcover","Yes",""
"Gröna Ängelns Torn 6: Det Brinnande Tornet","Minne, Sorg & Törne 12","Tad Williams","B. Wahlstrom","2003","","","2016-06-18","0","","","9789132327858","","","Hardcover","Yes",""
"Otherland 1: De Gyllene Skuggornas Stad","","Tad Williams","B. Wahlstrom","1998","","","2016-06-18","0","","","9789132322822","","","Hardcover","No",""
"Otherland 2: I En Annan Värld","","Tad Williams","B. Wahlstrom","1998","","","2016-06-18","0","","","9789132323157","","","Hardcover","No",""
"Otherland 3: Den Blå Eldens Flod","","Tad Williams","B. Wahlstrom","1999","","","2016-06-18","0","","","9789132323713","","","Hardcover","No",""
"Otherland 4: Det Ofullbordade Landet","","Tad Williams","B. Wahlstrom","1999","","","2016-06-18","0","","","9789132323720","","","Hardcover","No",""
"Otherland 5: Berget Av Svart Glas","","Tad Williams","B. Wahlstrom","2000","","","2016-06-18","0","","","9789132324864","","","Hardcover","No",""
"Otherland 6: Portar Mot Ljuset","","Tad Williams","B. Wahlstrom","2000","","","2016-06-18","0","","","9789132324871","","","Hardcover","No",""
"Otherland 7: Ett Hav Av Silverljus","","Tad Williams","B. Wahlstrom","2002","","","2016-06-18","0","","","9789132328121","","","Hardcover","No",""
"Otherland 8: En Värld Till Låns","","Tad Williams","B. Wahlstrom","2003","","","2016-06-18","0","","","9789132329067","","","Hardcover","No",""
"På Flykt","Skuggmark 3","Tad Williams","B Wahlström","2007","","","2016-06-18","0","","","9789132333804","","","Hardcover","No",""
"Skuggspel","Skuggmark 4","Tad Williams","Damm","2008","","","2016-06-18","0","","","9789173513517","","","Hardcover","No",""
"Slottet I Sydmark","Skuggmark 1","Tad Williams","B. Wahlstrom","2006","","","2016-06-18","0","","","9789132332890","","","Hardcover","No",""
"Tronen Av Drakben 1: Simon Månkalv","Minne, Sorg & Törne 1","Tad Williams","B. Wahlstrom","1996","","","2016-06-18","0","","","9789132321160","","","Hardcover","Yes",""
"Tronen Av Drakben 2: Simon Pilgrim","Minne, Sorg & Törne 2","Tad Williams","B. Wahlstrom","1997","","","2016-06-18","0","","","9789132321399","","","Hardcover","Yes",""
"Tronen Av Drakben 3: Simon Snölock","Minne, Sorg & Törne 3","Tad Williams","B. Wahlstrom","1997","","","2016-06-18","0","","","9789132322112","","","Hardcover","Yes",""
"Tage Danielssons Samlade Dikter 1967-1967","","Tage Danielsson","Wahlstr�m &amp; Widstrand","1982","","","2016-06-18","0","","","9789146141303","","","","No",""
"Sparvmolnet","","Takashi Matsuoka","Richter","2004","","","2016-06-18","0","","","9789177113102","","","","No",""
"I Demonernas Spår","","Terry Brooks","FORUM","1998","Running with the Demons","","2016-06-18","0","","","9137112791","","","Hardcover","No",""
"Ordets Riddare","","Terry Brooks","FORUM","1999","A Knight of the Word","","2016-06-18","0","","","9137114506","","","Hardcover","No",""
"Shannaras Alvdrottning","","Terry Brooks","FORUM","1995","The Elf Queen of Shannara","","2016-06-18","0","","","9137106317","","","Hardcover","No",""
"Shannaras Alvstenar","","Terry Brooks","FORUM","1997","The Elfstones of Shannara","","2016-06-18","0","","","9137110357","","","Hardcover","Yes",""
"Shannaras Druid","","Terry Brooks","FORUM","1994","The Druid of Shannara","","2016-06-18","0","","","9137104993","","","Hardcover","No",""
"Shannaras Första Kung","","Terry Brooks","FORUM","1998","First King of Shannara","","2016-06-18","0","","","9789137112275","","","","Yes",""
"Shannaras Svärd","","Terry Brooks","FORUM","1996","The Sword of Shannara","","2016-06-18","0","","","9789137108759","","","Hardcover","Yes",""
"Shannaras Talismaner","","Terry Brooks","FORUM","1995","The Talismans of Shannara","","2016-06-18","0","","","9137106937","","","Hardcover","No",""
"Shannaras Ättlingar","","Terry Brooks","FORUM","1993","The Scions of Shannara","","2016-06-18","0","","","9137103393","","","Hardcover","No",""
"Shannaras Önskesång","","Terry Brooks","FORUM","1997","The Wishsong of Shannara","","2016-06-18","0","","","9789137110363","","","Hardcover","Yes",""
"Änglamorgon","","Terry Brooks","FORUM","2000","Angel Fire East","","2016-06-18","0","","","9137116215","","","Hardcover","No",""
"Bekännarna","Sanningens Svärd - 24","Terry Goodkind","Damm","2012","The Sword Of Truth 11","Confessor","2016-06-18","0","","","9789173518246","","","","Yes",""
"Blodets Församling","Sanningens Svärd - 6","Terry Goodkind","B. Wahlstrom","2002","","","2016-06-18","0","","","9789132326851","","","Hardcover","Yes",""
"De Fallnas Tro","Sanningens Svärd - 14","Terry Goodkind","B. Wahlstrom","2006","","","2016-06-18","0","","","9789132332166","","","Hardcover","Yes",""
"De Tre Klangerna","Sanningens Svärd - 11","Terry Goodkind","B. Wahlstrom","2004","","","2016-06-18","0","","","9789132330674","","","Hardcover","Yes",""
"De Värnlösa","Sanningens Svärd - 18","Terry Goodkind","Damm","2008","","","2016-06-18","0","","","9789173513784","","","Hardcover","Yes",""
"Det Stulna Svärdet","Sanningens Svärd - 13","Terry Goodkind","B. Wahlstrom","2006","","","2016-06-18","0","","","9789132332067","","","Hardcover","Yes",""
"Drömvandrarens Hämnd","Sanningens Svärd - 8","Terry Goodkind","B. Wahlstrom","2003","","","2016-06-18","0","","","9789132329180","","","Hardcover","Yes",""
"Eldens Själ","Sanningens Svärd - 12","Terry Goodkind","B. Wahlstrom","2005","","","2016-06-18","0","","","9789132331749","","","Hardcover","Yes",""
"Färden Från Lerfolket","Sanningens Svärd - 4","Terry Goodkind","B. Wahlstrom","2001","","","2016-06-18","0","","","9789132325946","","","Hardcover","Yes",""
"Hål I Världen","Sanningens Svärd - 16","Terry Goodkind","B. Wahlstrom","2007","","","2016-06-18","0","","","9789132334146","","","Hardcover","Yes",""
"I Det Fördolda","Sanningens Svärd - 23","Terry Goodkind","Damm","2011","The Sword Of Truth 10","","2016-06-18","0","","","9789173517317","","","Hardcover","Yes",""
"I Khalans Spår","Sanningens Svärd - 20","Terry Goodkind","Damm","2009","","","2016-06-18","0","","","9789173515856","","","Hardcover","Yes",""
"Midlands Sista Strid","Sanningens Svärd - 25","Terry Goodkind","Damm","2012","The Sword Of Truth 11","","2016-06-18","0","","","9789173518253","","","","Yes",""
"Månens Budskap","Sanningens Svärd - 10","Terry Goodkind","B. Wahlstrom","2004","","","2016-06-18","0","","","9789132329852","","","Hardcover","Yes",""
"Palatset I Altur'rang","Sanningens Svärd - 15","Terry Goodkind","B. Wahlstrom","2007","","","2016-06-18","0","","","9789132332906","","","Hardcover","Yes",""
"Profeternas Palats","Sanningens Svärd - 5","Terry Goodkind","B. Wahlstrom","2002","","","2016-06-18","0","","","9789132325793","","","Hardcover","Yes",""
"Skapelsens Pelare","Sanningens Svärd - 17","Terry Goodkind","Damm","2008","","","2016-06-18","0","","","9789173512879","","","Hardcover","Yes",""
"Skepnaden","Sanningens Svärd - 22","Terry Goodkind","Damm","2011","The Sword Of Truth 10","","2016-06-18","0","","","9789173517300","","","Hardcover","Yes",""
"Statyns Hemlighet","Sanningens Svärd - 19","Terry Goodkind","Damm","2009","","","2016-06-18","0","","","9789173515382","","","Hardcover","Yes",""
"Sökaren","Sanningens Svärd - 1","Terry Goodkind","B. Wahlstrom","1999","","","2016-06-18","0","","","9789132323621","","","Hardcover","Yes",""
"Trollkarlens Fästning","Sanningens Svärd - 7","Terry Goodkind","B. Wahlstrom","2002","","","2016-06-18","0","","","9789132326868","","","Hardcover","Yes",""
"Trollkarlens Första Regel","Sanningens Svärd - 2","Terry Goodkind","B. Wahlstrom","2000","","","2016-06-18","0","","","9789132323638","","","Hardcover","Yes",""
"Tårarnas Sten","Sanningens Svärd - 3","Terry Goodkind","B. Wahlstrom","2000","","","2016-06-18","0","","","9789132324741","","","Hardcover","Yes",""
"Utraderingen","Sanningens Svärd - 21","Terry Goodkind","Damm","2010","","","2016-06-18","0","","","9789173516266","","","Hardcover","Yes",""
"Vindarnas Tempel","Sanningens Svärd - 9","Terry Goodkind","B. Wahlstrom","2004","","","2016-06-18","0","","","9789132329685","","","Hardcover","Yes",""
"Douglas Adams Stjärnskeppet Titanic","","Terry Jones","Bonnier","1998","","","2016-06-18","0","","","9789134520332","","","Softcover","No",""
"Magins Färg","en roman om Skivvärlden","Terry Pratchett","B. Wahlstrom","1995","","","2016-06-18","0","","","9789132429927","","","","No",""
"Ensam","","Tess Gerritsen","Richter","2000","","","2016-06-18","0","","","9789177092865","","","","No",""
"Anubisportarna","","Tim Powers","Wiken","1992","","","2016-06-18","0","","","9789171192998","","","","No",""
"Star Wars : Dark Force Rising Vol. 2","","Timothy Zahn","Bantam Books","1996","","","2016-06-18","0","","","9780553404425","","","Paperback","No",""
"Star Wars : Heir To The Empire Vol. 1","","Timothy Zahn","Spectra","1992","","","2016-06-18","0","","","9780553296129","","","Mass Market Paperback","No",""
"Star Wars : The Last Command Vol. 3","","Timothy Zahn","Bantam Books Ltd","1994","","","2016-06-18","0","","","9780553404432","","","Paperback","No",""
"Korset Och Tronen","","Tobias Landström","Neogames","2002","","","2016-06-18","0","","","9789189128354","","","Paperback","No",""
"Björnen Och Draken","","Tom Clancy","Bra Böcker","2001","The Bear And The Dragon","","2016-06-18","0","","","9789171336903","","","Hardcover","No",""
"Hedersskuld","","Tom Clancy","Bra B�cker","1996","Debt of Honor","","2016-06-18","0","","","9789171332639","","","Hardcover","No",""
"Jakten På Röd Oktober","","Tom Clancy","Bra Böcker","1996","The Hunt for Red October","","2016-06-18","0","","","9789171336387","","","Hardcover","No",""
"Kardinalen I Kreml","","Tom Clancy","Bra B�cker","1996","The Cardinal of the Kremlin","","2016-06-18","0","","","9789170246340","","","Hardcover","Yes",""
"Påtaglig Fara","","Tom Clancy","Bra Böcker","1990","Clear and Present Danger","","2016-06-18","0","","","9789171197078","","","Hardcover","No",""
"Red Rabbit","","Tom Clancy","Bra B�cker","2003","Red Rabbit","","2016-06-18","0","","","9789170020872","","","Hardcover","No",""
"Röd Storm","","Tom Clancy","Bra Böcker","1996","Red Storm Rising","","2016-06-18","0","","","9789171332424","","","Hardcover","Yes",""
"Rött Hot","","Tom Clancy","Bookmark Förlag","2013","Threat Vector","","2016-06-18","0","","","9789175470139","","","","No",""
"Tigerns Käftar","","Tom Clancy","Bra Böcker","2006","The Teeth of the Tiger","","2016-06-18","0","","","9789170020650","","","Hardcover","No",""
"Täcknamn Rainbow","","Tom Clancy","Bra Böcker","1999","Rainbow Six","","2016-06-18","0","","","9789143022001","","","Hardcover","No",""
"Utan Misskund","","Tom Clancy","Bra B�cker","1994","Without Remorse","","2016-06-18","0","","","9789171199225","","","Hardcover","No",""
"Dödligt Spel","Net Force Explorers","Tom Clancy; Steve Pieczenik","Bonnierförl.","2001","The Deadlist Game","","2016-06-18","0","","","9143022480","","","Hardcover","No",""
"Testamentet","","Tom Topor","Bra B�cker","2003","","","2016-06-18","0","","","9789171339966","","","Paperback","No",""
"Dvärgens Lärling","Legenden om Varg","Tomas Björklund","Raben Prisma","1998","","","2016-06-18","0","","","9789151833910","","","Hardcover","No",""
"Coyote Väntar","","Tony Hillerman","Legenda","1991","","","2016-06-18","0","","","9789158218185","","","Hardcover","Yes",""
"Kvinnan Som Lyssnade","","Tony Hillerman","Legenda/Natur och kultur","1998","","","2016-06-18","0","","","9789127065178","","","","No",""
"Odjuret","","Tony Hillerman","Legenda/Natur och kultur","1992","","","2016-06-18","0","","","9789127031999","","","Hardcover","Yes",""
"Presidentens Stav","","Tony Hillerman","Legenda/Natur och kultur","1995","","","2016-06-18","0","","","9789127040434","","","Hardcover","Yes",""
"Välsignelsens Väg","","Tony Hillerman","Legenda/Natur och kultur","1996","","","2016-06-18","0","","","9789127062139","","","Hardcover","Yes",""
"Gåtan På Granliden","","Torsten Sandberg","Bonnier","2002","","","2016-06-18","0","","","9789100579067","","","","No",""
"Den Förlorade Staden","Bronskoralerna 4","Tracy Hickman","B. Wahlstrom","2008","","","2016-06-18","0","","","9789132334436","","","Hardcover","No",""
"Expeditionen","Bronskoralerna 3","Tracy Hickman","B. Wahlstrom","2007","","","2016-06-18","0","","","9789132333958","","","Hardcover","No",""
"Flykten","Bronskoralerna 2","Tracy Hickman","B. Wahlstrom","2006","","","2016-06-18","0","","","9789132332913","","","Hardcover","No",""
"Portalen","Bronskoralerna 5","Tracy Hickman","Damm","2008","","","2016-06-18","0","","","9789173513739","","","Hardcover","No",""
"Sammandrabbningen","Bronskoralerna 6","Tracy Hickman","Damm","2009","","","2016-06-18","0","","","9789173514002","","","Hardcover","No",""
"Uppvaknandet","Bronskoralerna 1","Tracy Hickman","B. Wahlstrom","2006","","","2016-06-18","0","","","9789132332869","","","Hardcover","No",""
"Baudolino","","Umberto Eco","Bromberg","2001","Baudolino","","2016-06-18","0","","","9789176088609","","","Hardcover","No",""
"Rosens Namn","","Umberto Eco","M�npocket","1985","","","2016-06-18","0","","","9789176422526","","","","Yes",""
"Där Världen Heter Skog","","Ursula K. Le Guin","Raben & Sjogren","1990","","","2016-06-18","0","","","9789129596274","","","","No",""
"Exilplaneten","","Ursula K. Le Guin","Delta","1978","","","2016-06-18","0","","","9789172281585","","","Paperback","Yes",""
"Malafrena","","Ursula K. Le Guin","Lindfors","1987","","","2016-06-18","0","","","9789172681309","","","","No",""
"Mörkrets Vänstra Hand","","Ursula K. Le Guin","Raben Prisma","1998","","","2016-06-18","0","","","9789151833118","","","","No",""
"Röster I Vinden","","Ursula K. Le Guin","Lindfors","1983","","","2016-06-18","0","","","9172680806","","","Paperback","No",""
"Shevek","en berättelse om två världar","Ursula K. Le Guin","Raben & Sjogren","1989","","","2016-06-18","0","","","9789129596250","","","Hardcover","Yes",""
"Tehanu","Den sista boken om Övärlden","Ursula K. Le Guin","Raben & Sjogren","1991","","","2016-06-18","0","","","9789129598742","","","Hardcover","Yes",""
"Övärlden","","Ursula K. Le Guin","Raben & Sjogren","1987","","","2016-06-18","0","","","9789129583038","","","Hardcover","Yes",""
"O.P. Nilssons Eget Fall","","Vic Suneson","Bonnier","2002","","","2016-06-18","0","","","9789100579098","","","","No",""
"Candide","","Voltaire","Fabel","1992","","","2016-06-18","0","","","9789178421329","","","","Yes",""
"Zadig","Ödet, en orientalisk berättelse","Voltaire","Fabel","1994","","","2016-06-18","0","","","9789178421640","","","Paperback","Yes",""
"Leaves Of Grass","","Walt Whitman","Signet Classics","1954","","","2016-06-18","0","","","9780451524850","","","Paperback","No",""
"Genombrott","","Whitley Strieber","FORUM","1989","","","2016-06-18","0","","","9789137097237","","","Hardcover","Yes",""
"Hemligstämplat","","Whitley Strieber","Wiken","1992","","","2016-06-18","0","https://books.google.ru/books/content?id=j36ttgAACAAJ&printsec=frontcover&img=1&source=gbs_api","","9789170249228","","","","No",""
"Närkontakt","","Whitley Strieber","FORUM","1989","","","2016-06-18","0","","","9789137097008","","","Hardcover","Yes",""
"27","","William Diehl","Wahlstr�ms","1993","27","","2016-06-18","0","","","9132318162","","","Hardcover","No",""
"Fräls Oss Ifrån Ondo","","William Diehl","B. Wahlstrom","1999","Reign in Hell","","2016-06-18","0","","","9789132323485","","","Hardcover","No",""
"Spår Av Ondska","","William Diehl","B. Wahlstrom","1996","","","2016-06-18","0","","","913243183X","","","Paperback","No",""
"Syndafall","","William Diehl","B. Wahlstrom","1997","","","2016-06-18","0","","","9789132430787","","","","No",""
"Thai Horse","","William Diehl","B. Wahlstrom","1990","","","2016-06-18","0","","","9789132427862","","","Paperback","Yes",""
"Count Zero","","William Gibson","PAN/Norstedt","1994","","","2016-06-18","0","","","9789119411310","","","Paperback","Yes",""
"Idoru","","William Gibson","Norstedt","1997","","","2016-06-18","0","","","9789119720023","","","","No",""
"Mona Lisa Overdrive","","William Gibson","PAN/Norstedt","1994","","","2016-06-18","0","","","9789119412119","","","Paperback","No",""
"Neuromancer","","William Gibson","PAN/Norstedt","1991","","","2016-06-18","0","","","9789119027818","","","Paperback","Yes",""
"Virtual Light","","William Gibson","PAN/Norstedt","1995","","","2016-06-18","0","","","9789119515018","","","","No",""
"Demonjägaren","","William King","tiden","1997","","","2016-06-18","0","","","9789188876324","","","Hardcover","No",""
"Dagens Dikt","","Willy Granqvist","Sveriges radio","1981","","","2016-06-18","0","","","9789152215968","","","Hardcover","No",""
"Krigskonsten","383 maximer om att segra och besegra","Zi Sun","Den svenska marknaden i samarbete med Sellin & Blo","1989","","","2016-06-18","0","","","9789170550133","","","","No",""
